Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
1.42,-0.648015,47.0904,0.498845,0.26539,0.267846,0.265972,0.281379,0.127285,0.0320903,2.52827
1.43,-0.643795,46.6589,0.494377,0.265333,0.27355399999999996,0.260965,0.268573,0.12852,0.0323461,2.54863
1.44,-0.656188,48.4567,0.490842,0.274795,0.30024700000000004,0.26483500000000004,0.275269,0.128075,0.0312729,2.60343
1.45,-0.653733,48.1056,0.488989,0.268317,0.27752,0.268807,0.299678,0.127028,0.0314826,2.55359
1.46,-0.64934,47.3735,0.490372,0.265897,0.285113,0.267062,0.281544,0.12797,0.0325018,2.44378
1.47,-0.647969,46.995,0.501271,0.26779000000000003,0.28846,0.26485,0.26836000000000004,0.12518,0.0291597,2.31787
1.48,-0.6292519999999999,44.3773,0.495567,0.260858,0.275221,0.25016,0.25518,0.130075,0.0350749,2.18292
1.49,-0.632973,44.8836,0.495906,0.254785,0.25296599999999997,0.26179,0.26755,0.12791999999999998,0.0330647,2.17021
1.5,-0.6293040000000001,44.4658,0.491764,0.262725,0.265201,0.250605,0.25095100000000004,0.127578,0.0302973,2.16153
1.51,-0.629788,44.7495,0.48094,0.26216,0.275136,0.250652,0.255706,0.12812300000000001,0.0321387,2.23072
1.52,-0.629418,44.8465,0.475951,0.257198,0.271532,0.25669,0.276362,0.125525,0.0292547,2.26357
1.53,-0.62771,44.2759,0.49012,0.26107,0.26797,0.249465,0.25910700000000003,0.128303,0.0329572,2.08207
1.54,-0.629547,44.7487,0.490237,0.252035,0.267534,0.260067,0.276886,0.130492,0.0379796,2.15711
1.55,-0.618584,42.8914,0.492925,0.258478,0.262081,0.24282499999999999,0.25266,0.12921,0.0330028,1.92585
1.56,-0.622555,43.5819,0.489443,0.24637799999999999,0.254749,0.258907,0.260337,0.12839499999999998,0.0318572,1.98242
1.57,-0.614226,42.4612,0.48842,0.251403,0.26267,0.245622,0.240118,0.12897,0.033247399999999996,1.92053
1.58,-0.615548,42.6542,0.487073,0.247343,0.242299,0.251315,0.265488,0.128973,0.035198400000000005,1.90842
1.59,-0.61414,42.4573,0.490878,0.250272,0.260509,0.246833,0.255205,0.128965,0.0335053,1.87512
1.6,-0.607818,41.4413,0.495932,0.24118499999999998,0.23214800000000002,0.24828999999999998,0.24723099999999998,0.13039499999999998,0.0353064,1.75664
1.61,-0.607885,41.2591,0.501074,0.24202200000000001,0.24293900000000002,0.248853,0.23898199999999997,0.128573,0.0329986,1.66149
1.62,-0.608911,41.8062,0.474904,0.24171700000000002,0.24493399999999999,0.251055,0.253684,0.127382,0.0306195,1.80189
1.63,-0.6058749999999999,41.3052,0.484749,0.243253,0.23793000000000003,0.24489,0.23616399999999999,0.12872,0.0338366,1.73012
1.64,-0.613139,42.2494,0.490407,0.24333,0.23479,0.252208,0.266731,0.128883,0.0314005,1.73091
1.65,-0.608275,41.4297,0.495929,0.24294500000000002,0.24453200000000003,0.24773499999999998,0.250109,0.13034300000000001,0.0343158,1.62715
1.66,-0.613456,42.2023,0.490613,0.24674200000000002,0.241554,0.24823800000000001,0.24827400000000002,0.13084800000000002,0.0356368,1.65823
1.67,-0.6044889999999999,40.8969,0.496542,0.23932799999999999,0.23734099999999997,0.24604499999999999,0.240294,0.13141799999999998,0.035101900000000005,1.56198
1.68,-0.602356,40.6702,0.490277,0.240172,0.23740899999999998,0.24367,0.236789,0.12950299999999998,0.031538500000000004,1.55433
1.69,-0.59939,40.2571,0.495855,0.236643,0.225011,0.245965,0.24219200000000002,0.12827,0.031133100000000004,1.51615
1.7,-0.598055,40.2816,0.482886,0.24076,0.23856099999999997,0.24134000000000003,0.232035,0.12651300000000001,0.0299184,1.56215
1.71,-0.598762,40.2026,0.489685,0.24017499999999997,0.243575,0.24223,0.233076,0.12761499999999998,0.0321591,1.488
1.72,-0.587689,38.6217,0.492683,0.233272,0.221312,0.237893,0.223909,0.127147,0.0315326,1.38045
1.73,-0.589056,38.9778,0.489034,0.228105,0.224206,0.243072,0.24323,0.12952999999999998,0.0313548,1.42975
1.74,-0.589191,38.8474,0.493456,0.242875,0.227922,0.228647,0.22635100000000002,0.130218,0.0374315,1.36506
1.75,-0.580012,37.7102,0.495807,0.23119,0.218767,0.23317000000000002,0.226098,0.127028,0.0324826,1.32862
1.76,-0.588884,38.8531,0.495421,0.237535,0.222771,0.23442,0.23363299999999998,0.129415,0.0364776,1.34771
1.77,-0.580781,37.5974,0.502746,0.23756,0.212602,0.22623000000000001,0.21476,0.127778,0.0306066,1.23424
1.78,-0.5875009999999999,38.5798,0.497575,0.22977799999999998,0.21401599999999998,0.24092799999999998,0.229737,0.12955,0.032078,1.2827
1.79,-0.583766,38.1121,0.497235,0.229243,0.21483599999999997,0.235605,0.21730299999999997,0.13233299999999998,0.037958599999999995,1.25898
1.8,-0.579501,37.5182,0.494732,0.23361700000000002,0.21656599999999998,0.229045,0.21393900000000002,0.128255,0.0333665,1.21485
1.81,-0.5795899999999999,37.8336,0.476241,0.2283,0.210866,0.23527499999999998,0.239297,0.12686,0.0323254,1.29459
